0, 4000, 0, 135, 14
0, 4000, 1, 134, 16
0, 4000, 2, 105, 28
0, 4000, 3, 471, 21
0, 4000, 4, 658, 16
0, 4000, 5, 339, 13
0, 4000, 6, 747, 25
0, 4000, 7, 254, 17
0, 4000, 8, 1295, 13
0, 4000, 9, 363, 21
0, 4000, 10, 176, 9
0, 4000, 11, 193, 5
0, 4000, 12, 187, 0
0, 4000, 13, 181, 0
0, 4000, 14, 237, 0
0, 4000, 15, 218, 0
0, 4000, 16, 245, 0
0, 4000, 17, 244, 0
0, 4000, 18, 189, 1
0, 4000, 19, 151, 0
0, 4000, 20, 278, 6
0, 4000, 21, 213, 0
0, 4000, 22, 225, 0
0, 4000, 23, 156, 0
0, 4000, 24, 144, 0
0, 4000, 25, 194, 0
0, 4000, 26, 182, 0
0, 4000, 27, 162, 0
0, 4000, 28, 109, 0
0, 4000, 29, 139, 0
0, 4000, 30, 112, 0
0, 4000, 31, 134, 0
0, 4000, 32, 106, 0
0, 4000, 33, 116, 0
0, 4000, 34, 163, 0
0, 4000, 35, 165, 0
0, 4000, 36, 161, 0
0, 4000, 37, 170, 0
0, 4000, 38, 98, 0
0, 4000, 39, 80, 39
0, 4000, 40, 438, 1786
0, 4000, 41, 295, 1131
0, 4000, 42, 151, 784
0, 4000, 43, 1126, 443
0, 4000, 44, 912, 148
0, 4000, 45, 459, 48
0, 4000, 46, 329, 9
0, 4000, 47, 209, 16
0, 4000, 48, 179, 0
0, 4000, 49, 202, 0
0, 4000, 50, 150, 0
0, 4000, 51, 208, 0
0, 4000, 52, 177, 0
0, 4000, 53, 178, 0
0, 4000, 54, 238, 0
0, 4000, 55, 152, 0
0, 4000, 56, 242, 0
0, 4000, 57, 151, 0
0, 4000, 58, 134, 0
0, 4000, 59, 150, 0
0, 4000, 60, 175, 0
0, 4000, 61, 219, 0
0, 4000, 62, 222, 0
0, 4000, 63, 148, 0
0, 4000, 64, 167, 0
0, 4000, 65, 161, 0
0, 4000, 66, 146, 0
0, 4000, 67, 172, 0
0, 4000, 68, 166, 0
0, 4000, 69, 178, 0
0, 4000, 70, 128, 0
0, 4000, 71, 163, 0
0, 4000, 72, 159, 0
0, 4000, 73, 214, 0
0, 4000, 74, 200, 0
0, 4000, 75, 238, 0
0, 4000, 76, 120, 0
0, 4000, 77, 144, 0
0, 4000, 78, 174, 0
0, 4000, 79, 116, 0
0, 4000, 80, 138, 0
0, 4000, 81, 158, 0
0, 4000, 82, 118, 0
0, 4000, 83, 177, 0
0, 4000, 84, 106, 0
0, 4000, 85, 188, 0
0, 4000, 86, 149, 579
0, 4000, 87, 411, 2874
0, 4000, 88, 297, 1088
0, 4000, 89, 267, 364
0, 4000, 90, 965, 215
0, 4000, 91, 731, 80
0, 4000, 92, 414, 25
0, 4000, 93, 281, 16
0, 4000, 94, 224, 0
0, 4000, 95, 176, 0
0, 4000, 96, 199, 0
0, 4000, 97, 166, 0
0, 4000, 98, 242, 0
0, 4000, 99, 151, 0
0, 4000, 100, 170, 0
0, 4000, 101, 183, 0
0, 4000, 102, 161, 0
0, 4000, 103, 101, 0
0, 4000, 104, 160, 0
0, 4000, 105, 193, 0
0, 4000, 106, 176, 0
0, 4000, 107, 176, 2
0, 4000, 108, 113, 0
0, 4000, 109, 111, 0
0, 4000, 110, 1392, 0
0, 4000, 111, 272, 0
0, 4000, 112, 121, 0
0, 4000, 113, 151, 0
0, 4000, 114, 149, 0
0, 4000, 115, 112, 0
0, 4000, 116, 129, 0
0, 4000, 117, 113, 0
0, 4000, 118, 125, 0
0, 4000, 119, 103, 7
0, 4000, 120, 140, 0
0, 4000, 121, 115, 0
0, 4000, 122, 1037, 0
0, 4000, 123, 238, 0
0, 4000, 124, 126, 0
0, 4000, 125, 68, 0
0, 4000, 126, 74, 0
0, 4000, 127, 77, 0
0, 4000, 128, 94, 0
0, 4000, 129, 126, 0
0, 4000, 130, 128, 0
0, 4000, 131, 74, 0
0, 4000, 132, 109, 0
0, 4000, 133, 84, 0
0, 4000, 134, 91, 0
0, 4000, 135, 67, 0
0, 4000, 136, 80, 0
0, 4000, 137, 113, 0
0, 4000, 138, 93, 0
0, 4000, 139, 82, 0
0, 4000, 140, 98, 551
0, 4000, 141, 231, 1139
0, 4000, 142, 151, 690
0, 4000, 143, 354, 178
0, 4000, 144, 930, 178
0, 4000, 145, 379, 75
0, 4000, 146, 365, 13
0, 4000, 147, 171, 5
0, 4000, 148, 144, 0
0, 4000, 149, 171, 0
0, 4000, 150, 145, 0
0, 4000, 151, 178, 0
0, 4000, 152, 166, 0
0, 4000, 153, 190, 0
0, 4000, 154, 132, 0
0, 4000, 155, 183, 0
0, 4000, 156, 223, 0
0, 4000, 157, 243, 0
0, 4000, 158, 234, 3
0, 4000, 159, 180, 0
0, 4000, 160, 162, 0
0, 4000, 161, 186, 0
0, 4000, 162, 157, 0
0, 4000, 163, 171, 0
0, 4000, 164, 143, 0
0, 4000, 165, 271, 0
0, 4000, 166, 169, 0
0, 4000, 167, 144, 0
0, 4000, 168, 161, 0
0, 4000, 169, 134, 0
0, 4000, 170, 156, 0
0, 4000, 171, 157, 0
0, 4000, 172, 182, 0
0, 4000, 173, 131, 0
0, 4000, 174, 167, 0
0, 4000, 175, 240, 0
0, 4000, 176, 191, 0
0, 4000, 177, 180, 0
0, 4000, 178, 102, 0
0, 4000, 179, 134, 795
0, 4000, 180, 349, 867
0, 4000, 181, 207, 221
0, 4000, 182, 725, 95
0, 4000, 183, 1676, 80
0, 4000, 184, 647, 30
0, 4000, 185, 379, 4
0, 4000, 186, 289, 0
0, 4000, 187, 229, 0
0, 4000, 188, 319, 0
0, 4000, 189, 240, 0
0, 4000, 190, 170, 0
0, 4000, 191, 150, 0
0, 4000, 192, 158, 0
0, 4000, 193, 225, 0
0, 4000, 194, 151, 0
0, 4000, 195, 139, 0
0, 4000, 196, 160, 0
0, 4000, 197, 170, 0
0, 4000, 198, 144, 0
0, 4000, 199, 142, 0
0, 4000, 200, 181, 0
0, 4000, 201, 153, 0
0, 4000, 202, 143, 0
0, 4000, 203, 119, 0
0, 4000, 204, 123, 0
0, 4000, 205, 137, 0
0, 4000, 206, 112, 0
0, 4000, 207, 132, 0
0, 4000, 208, 148, 0
0, 4000, 209, 129, 0
0, 4000, 210, 147, 0
0, 4000, 211, 99, 0
0, 4000, 212, 118, 0
0, 4000, 213, 129, 0
0, 4000, 214, 154, 0
0, 4000, 215, 123, 0
0, 4000, 216, 134, 0
0, 4000, 217, 171, 0
0, 4000, 218, 167, 0
0, 4000, 219, 140, 0
0, 4000, 220, 155, 0
0, 4000, 221, 170, 0
0, 4000, 222, 202, 0
0, 4000, 223, 133, 0
0, 4000, 224, 785, 0
0, 4000, 225, 205, 0
0, 4000, 226, 97, 0
0, 4000, 227, 142, 0
0, 4000, 228, 122, 0
0, 4000, 229, 146, 0
0, 4000, 230, 126, 0
0, 4000, 231, 133, 0
0, 4000, 232, 166, 0
0, 4000, 233, 114, 0
0, 4000, 234, 161, 0
0, 4000, 235, 112, 0
0, 4000, 236, 117, 0
0, 4000, 237, 102, 0
0, 4000, 238, 94, 0
0, 4000, 239, 122, 22
0, 4000, 240, 222, 656
0, 4000, 241, 399, 1056
0, 4000, 242, 598, 638
0, 4000, 243, 1007, 172
0, 4000, 244, 954, 98
0, 4000, 245, 624, 22
0, 4000, 246, 410, 0
0, 4000, 247, 304, 14
0, 4000, 248, 278, 0
0, 4000, 249, 206, 0
0, 4000, 250, 240, 0
0, 4000, 251, 170, 0
0, 4000, 252, 150, 0
0, 4000, 253, 133, 0
0, 4000, 254, 208, 0
0, 4000, 255, 146, 0
0, 4000, 256, 158, 0
0, 4000, 257, 149, 0
0, 4000, 258, 228, 0
0, 4000, 259, 143, 0
0, 4000, 260, 130, 0
0, 4000, 261, 112, 0
0, 4000, 262, 185, 0
0, 4000, 263, 93, 0
0, 4000, 264, 93, 0
0, 4000, 265, 140, 0
0, 4000, 266, 160, 0
0, 4000, 267, 133, 0
0, 4000, 268, 139, 0
0, 4000, 269, 137, 0
0, 4000, 270, 173, 0
0, 4000, 271, 113, 0
0, 4000, 272, 149, 0
0, 4000, 273, 128, 0
0, 4000, 274, 111, 0
0, 4000, 275, 145, 0
0, 4000, 276, 141, 0
0, 4000, 277, 155, 0
0, 4000, 278, 140, 0
0, 4000, 279, 162, 0
0, 4000, 280, 170, 0
0, 4000, 281, 118, 0
0, 4000, 282, 97, 0
0, 4000, 283, 107, 0
0, 4000, 284, 143, 0
0, 4000, 285, 128, 0
0, 4000, 286, 68, 0
0, 4000, 287, 114, 0
0, 4000, 288, 67, 0
0, 4000, 289, 77, 0
0, 4000, 290, 82, 0
0, 4000, 291, 58, 590
0, 4000, 292, 286, 1484
0, 4000, 293, 222, 1008
0, 4000, 294, 1709, 340
0, 4000, 295, 1253, 144
0, 4000, 296, 653, 42
0, 4000, 297, 320, 3
0, 4000, 298, 224, 0
0, 4000, 299, 249, 0
0, 4000, 300, 152, 0
0, 4000, 301, 154, 0
0, 4000, 302, 146, 0
0, 4000, 303, 189, 0
0, 4000, 304, 160, 0
0, 4000, 305, 133, 0
0, 4000, 306, 149, 0
0, 4000, 307, 155, 0
0, 4000, 308, 1271, 0
0, 4000, 309, 311, 0
0, 4000, 310, 177, 0
0, 4000, 311, 217, 0
0, 4000, 312, 123, 0
0, 4000, 313, 96, 0
0, 4000, 314, 153, 0
0, 4000, 315, 152, 0
0, 4000, 316, 205, 0
0, 4000, 317, 184, 0
0, 4000, 318, 146, 0
0, 4000, 319, 161, 0
0, 4000, 320, 230, 0
0, 4000, 321, 174, 0
0, 4000, 322, 147, 0
0, 4000, 323, 157, 0
0, 4000, 324, 197, 0
0, 4000, 325, 125, 0
